Agency,Event Number,Address,Beat,Call Source Text,Priority,Create Time Incident,Dispatch Time Primary,Arrival Time Primary,Incident Type ID,Incident Type Description,Disposition 1 Text,
OP,LOP190928001151,3700 ANGELO AV,24Y,FIELD INITIATED BY D,2,9/28/19 23:48,9/28/19 23:48,9/28/19 23:48,SDESHO,SIDESHOW,VEHICLE TOWED,
OP,LOP190930000896,1671 86TH AV,34X,911 CALL,5,9/30/19 16:46,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP191002001203,102ND AV&E ST,32X,DEFAULT - PHONE INIT,2,10/2/19 22:16,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191005000482,900 HIGH ST,26X,FIELD INITIATED BY D,5,10/5/19 12:39,10/5/19 12:39,10/5/19 12:39,SIDESH,SIDESHOW,ABATED,
OP,LOP191005000918,KELLER AV&MOUNTAIN BLVD,25Y,FIELD INITIATED BY D,2,10/5/19 19:55,10/5/19 19:55,10/5/19 19:55,SDESHO,SIDESHOW,ABATED,
OP,LOP191006000137,14TH AV&EB I580,17Y,911 CALL,2,10/6/19 2:59,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP191006000662,2651 73RD AV,30Y,FIELD INITIATED BY D,5,10/6/19 15:14,10/6/19 15:14,10/6/19 15:14,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP191006000714,SPEC ASSGNMNT,,FIELD INITIATED BY D,2,10/6/19 16:07,10/6/19 16:07,10/6/19 16:07,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP191008001233,96TH AV&SUNNYSIDE ST,34X,911 CALL,2,10/8/19 22:05,10/8/19 22:06,10/8/19 22:11,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191009000014,NB HIGH OFFRP ST&NB I880,26X,DEFAULT - PHONE INIT,1,10/9/19 0:25,10/9/19 0:27,10/9/19 0:31,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191009000043,1717 MIDDLE HARBOR RD,02Y,DEFAULT - PHONE INIT,1,10/9/19 1:14,10/9/19 1:33,10/9/19 1:41,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191009000622,INTERNATIONAL BLVD&SEMINARY AV,26Y,911 CALL,2,10/9/19 14:06,10/9/19 14:15,,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP191010000015,5TH AV&EMBARCADERO,19X,911 CALL,2,10/10/19 0:15,10/10/19 0:28,10/10/19 0:39,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191011000953,1427 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,10/11/19 19:04,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191011001231,35TH AV&INTERNATIONAL BLVD,23X,DEFAULT - PHONE INIT,1,10/11/19 23:19,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP191012000061,17TH ST&BROADWAY,04X,DEFAULT - PHONE INIT,2,10/12/19 1:30,10/12/19 1:31,,SIDESH,SIDESHOW,COVER,
OP,LOP191012000579,7300 FOOTHILL BLVD,29X,DEFAULT - PHONE INIT,5,10/12/19 13:55,,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191012000596,22ND AV&INTERNATIONAL BLVD,19X,DEFAULT - PHONE INIT,2,10/12/19 14:17,,,SDESHO,SIDESHOW,UNABLE TO LOCATE,
OP,LOP191012000690,7TH ST&MARKET ST,02X,DEFAULT - PHONE INIT,2,10/12/19 15:41,10/12/19 15:45,10/12/19 16:14,SDESHO,SIDESHOW,COVER,
OP,LOP191012000739,38TH AV&MACARTHUR BLVD,25X,911 CALL,1,10/12/19 16:25,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191012000741,50TH AV&FOOTHILL BLVD,27X,DEFAULT - PHONE INIT,2,10/12/19 16:27,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP191012000755,1400 98TH AV,32X,DEFAULT - PHONE INIT,1,10/12/19 16:39,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP191012000838,BURMA RD&MARITIME ST,05Y,DEFAULT - PHONE INIT,1,10/12/19 18:20,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191012001026,98TH AV&BANCROFT AV,32Y,DEFAULT - PHONE INIT,2,10/12/19 21:34,10/12/19 21:36,,SDESHO,SIDESHOW,COVER,
OP,LOP191012001176,2505 MIDDLE HARBOR RD,02Y,DEFAULT - PHONE INIT,2,10/12/19 23:49,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP191012001182,34TH AV&INTERNATIONAL BLVD,23X,DEFAULT - PHONE INIT,2,10/12/19 23:54,10/13/19 0:00,10/13/19 0:07,SIDESH,SIDESHOW,COVER,
OP,LOP191013000010,78TH AV&LOCKWOOD ST,30X,911 CALL,5,10/13/19 0:08,10/13/19 0:09,10/13/19 0:59,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191013000618,65TH AV&BANCROFT AV,27Y,911 CALL,2,10/13/19 14:46,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191013000642,BANCROFT AV&HAVENSCOURT BLVD,30X,DEFAULT - PHONE INIT,2,10/13/19 15:10,10/13/19 15:11,10/13/19 15:24,SDESHO,SIDESHOW,COVER,
OP,LOP191013000677,24TH ST&WILLOW ST,07X,911 CALL,5,10/13/19 15:42,10/13/19 15:47,10/13/19 15:47,SDESHO,SIDESHOW,ABATED,
OP,LOP191013000833,106TH AV&MACARTHUR BLVD,32Y,911 CALL,1,10/13/19 18:02,10/13/19 18:08,10/13/19 18:13,SDESHO,SIDESHOW,ON-VIEW ARREST,
OP,LOP191013000871,98TH AV&EDES AV,31Y,DEFAULT - PHONE INIT,5,10/13/19 18:31,10/13/19 18:33,10/13/19 18:40,SDESHO,SIDESHOW,ABATED,
OP,LOP191013000902,1 EMBARCADERO WEST,01X,DEFAULT - PHONE INIT,2,10/13/19 18:58,10/13/19 19:06,,SIDESH,SIDESHOW,ABATED,
OP,LOP191013000962,FRONTAGE RD&W GRAND AV,05Y,DEFAULT - PHONE INIT,2,10/13/19 20:21,10/13/19 20:36,10/13/19 20:53,SDESHO,SIDESHOW,VEHICLE TOWED,
OP,LOP191013001015,42ND AV&INTERNATIONAL BLVD,23X,FIELD INITIATED BY D,2,10/13/19 21:02,10/13/19 21:02,10/13/19 21:02,SDESHO,SIDESHOW,COVER,
OP,LOP191013001055,47TH AV&BANCROFT AV,27X,911 CALL,1,10/13/19 21:30,,,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191013001060,47TH AV&BANCROFT AV,27X,FIELD INITIATED BY D,2,10/13/19 21:35,10/13/19 21:35,10/13/19 21:35,SDESHO,SIDESHOW,COVER,
OP,LOP191018001078,KELLER AV&SKYLINE BLVD,35Y,911 CALL,2,10/18/19 19:41,10/18/19 19:55,10/18/19 20:05,SDESHO,SIDESHOW,COVER,
OP,LOP191018001259,COVINGTON ST&MARLOW DR,35Y,911 CALL,2,10/18/19 22:31,10/18/19 22:59,10/18/19 23:08,SIDESH,SIDESHOW,ABATED,
OP,LOP191019000739,7101 EDGEWATER DR,31X,DEFAULT - PHONE INIT,2,10/19/19 16:36,,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191019000884,14TH ST&CENTER ST,02Y,DEFAULT - PHONE INIT,5,10/19/19 19:21,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP191020000523,2651 73RD AV,30Y,FIELD INITIATED BY D,4,10/20/19 13:07,10/20/19 13:07,10/20/19 13:07,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191020000551,SB 42ND OFFRP AV&NB I880,23X,FIELD INITIATED BY D,2,10/20/19 13:31,10/20/19 13:31,10/20/19 13:31,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP191020000936,HIGH ST&SUTER ST,24Y,911 CALL,2,10/20/19 20:03,10/20/19 20:11,10/20/19 20:22,SIDESH,SIDESHOW,COVER,
OP,LOP191020000964,CULVER ST&HIGH ST,24Y,911 CALL,1,10/20/19 20:43,10/20/19 20:45,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191022001196,7114 ORRAL ST,30X,DEFAULT - PHONE INIT,2,10/22/19 22:04,10/22/19 22:14,10/22/19 22:19,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191025001214,MARITIME ST&MIDDLE HARBOR RD,02Y,FIELD INITIATED BY D,2,10/25/19 23:21,10/25/19 23:21,10/25/19 23:21,SDESHO,SIDESHOW,REPORT TAKEN,
OP,LOP191025001233,106TH AV&MACARTHUR BLVD,32Y,FIELD INITIATED BY D,2,10/25/19 23:43,10/25/19 23:43,10/25/19 23:43,SDESHO,SIDESHOW,COVER,
OP,LOP191026000006,540 HEGENBERGER RD,31Y,FIELD INITIATED BY D,2,10/26/19 0:06,10/26/19 0:06,10/26/19 0:06,SDESHO,SIDESHOW,COVER,
OP,LOP191026000082,FOOTHILL BLVD&SEMINARY AV,29X,911 CALL,5,10/26/19 1:31,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP191026000675,SIDESHOW DETAIL,,FIELD INITIATED BY D,5,10/26/19 16:19,10/26/19 16:19,10/26/19 16:19,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191026000777,7101 EDGEWATER DR,31X,FIELD INITIATED BY D,2,10/26/19 18:00,10/26/19 18:00,10/26/19 18:00,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191027000103,25TH AV&INTERNATIONAL BLVD,20X,FIELD INITIATED BY D,2,10/27/19 2:07,10/27/19 2:07,10/27/19 2:07,SIDESH,SIDESHOW,UNABLE TO LOCATE,
OP,LOP191027000959,925 27TH AV,20X,DEFAULT - PHONE INIT,2,10/27/19 18:06,10/27/19 20:20,10/27/19 20:26,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191102000067,26TH AV&E 27TH ST,21X,DEFAULT - PHONE INIT,5,11/2/19 1:35,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191102000069,FOOTHILL BLVD&FRUITVALE AV,23X,911 CALL,2,11/2/19 1:36,11/2/19 1:36,11/2/19 1:41,SIDESH,SIDESHOW,COVER,
OP,LOP191102000084,1717 MIDDLE HARBOR RD,02Y,DEFAULT - PHONE INIT,2,11/2/19 2:00,11/2/19 2:03,11/2/19 2:11,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191102000886,105TH AV&JUNE CT,31Z,DEFAULT - PHONE INIT,2,11/2/19 19:21,11/2/19 19:50,11/2/19 19:53,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191102000901,FOOTHILL BLVD&MACARTHUR BLVD,29X,DEFAULT - PHONE INIT,2,11/2/19 19:37,11/2/19 19:38,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191102001115,17TH ST&WILLOW ST,05Y,FIELD INITIATED BY D,2,11/2/19 23:04,11/2/19 23:04,11/2/19 23:04,SDESHO,SIDESHOW,COVER,
OP,LOP191102001116,7TH ST&MARITIME ST,02Y,FIELD INITIATED BY D,2,11/2/19 23:06,11/2/19 23:06,11/2/19 23:06,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191103000841,98TH AV&E ST,32X,911 CALL,2,11/3/19 17:02,11/3/19 17:05,,SIDESH,SIDESHOW,UNABLE TO LOCATE,
OP,LOP191109000706,MARKET ST&MILTON ST,07X,DEFAULT - PHONE INIT,2,11/9/19 15:27,,,SDESHO,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP191109000904,455 7TH ST,03Y,DEFAULT - PHONE INIT,5,11/9/19 18:59,11/9/19 20:20,11/9/19 20:31,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191110000019,7000 COLISEUM WY,31X,DEFAULT - PHONE INIT,1,11/10/19 0:15,11/10/19 0:16,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191110000042,5000 FOOTHILL BLVD,27X,911 CALL,2,11/10/19 0:38,,,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191110000052,5030 TRASK ST,27X,911 CALL,1,11/10/19 0:53,,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191110000072,W GRAND AV&MANDELA PKWY,05Y,911 CALL,1,11/10/19 1:12,,,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191110000088,566 HEGENBERGER RD,31Y,911 CALL,5,11/10/19 1:50,11/10/19 2:07,,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP191110000129,EDES AV&HEGENBERGER RD,31X,FIELD INITIATED BY D,2,11/10/19 2:54,11/10/19 2:54,11/10/19 2:54,SIDESH,SIDESHOW,COVER,
OP,LOP191110000505,SIDESHOW DETAIL,,DEFAULT - PHONE INIT,9,11/10/19 13:48,11/10/19 14:11,11/10/19 14:11,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191110000728,FRONTAGE RD&W GRAND AV,07X,DEFAULT - PHONE INIT,2,11/10/19 17:54,11/10/19 17:55,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191110000784,ADELINE ST&MARKET ST,10X,911 CALL,2,11/10/19 18:50,11/10/19 18:52,11/10/19 19:07,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191110000819,351 CHADBOURNE WY,22Y,911 CALL,2,11/10/19 19:23,11/10/19 19:23,11/10/19 19:28,SIDESH,SIDESHOW,REPORT TAKEN,
OP,LOP191110000826,PARKRIDGE DR&SKYLINE BLVD,25Y,911 CALL,5,11/10/19 19:31,11/10/19 19:57,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191110000985,96TH AV&SUNNYSIDE ST,34X,911 CALL,2,11/10/19 22:23,11/10/19 22:33,11/10/19 22:36,SDESHO,SIDESHOW,COVER,
OP,LOP191115000995,82ND AV&D ST,33X,911 CALL,2,11/15/19 16:40,11/15/19 16:44,,SDESHO,SIDESHOW,UNABLE TO LOCATE,
OP,LOP191116000172,2651 73RD AV,30Y,FIELD INITIATED BY D,2,11/16/19 5:38,11/16/19 5:38,11/16/19 5:38,SDESHO,SIDESHOW,ABATED,
OP,LOP191116000830,98TH AV&E ST,32X,DEFAULT - PHONE INIT,2,11/16/19 18:18,11/16/19 18:18,11/16/19 18:56,SDESHO,SIDESHOW,UNABLE TO LOCATE,
OP,LOP191116000924,106TH AV&MACARTHUR BLVD,32Y,DEFAULT - PHONE INIT,1,11/16/19 20:14,11/16/19 20:18,11/16/19 20:30,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191116000991,98TH AV&EDES AV,31Y,911 CALL,2,11/16/19 21:08,,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191116001014,57TH ST&ADELINE ST,10Y,911 CALL,2,11/16/19 21:29,11/16/19 21:33,11/16/19 21:37,SDESHO,SIDESHOW,REPORT TAKEN,
OP,LOP191116001052,35TH AV&MACARTHUR BLVD,22Y,FIELD INITIATED BY D,2,11/16/19 21:53,11/16/19 21:53,11/16/19 21:53,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191116001069,455 7TH ST,03Y,DEFAULT - PHONE INIT,2,11/16/19 22:06,11/16/19 22:11,11/16/19 23:24,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191116001126,E 21ST ST&23RD AV,21X,911 CALL,2,11/16/19 22:58,,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191116001135,AVENAL AV&HAVENSCOURT BLVD,30X,FIELD INITIATED BY D,2,11/16/19 23:09,11/16/19 23:09,11/16/19 23:09,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP191116001151,2651 73RD AV,30Y,FIELD INITIATED BY D,2,11/16/19 23:17,11/16/19 23:17,11/16/19 23:17,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191116001153,SIDESHOW DETAIL,,DEFAULT - PHONE INIT,5,11/16/19 23:21,11/16/19 23:21,11/16/19 23:21,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191116001178,106TH AV&MACARTHUR BLVD,32Y,FIELD INITIATED BY D,2,11/16/19 23:39,11/16/19 23:39,11/16/19 23:39,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191117000485,455 7TH ST,03Y,FIELD INITIATED BY D,2,11/17/19 13:02,11/17/19 13:02,11/17/19 13:02,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP191123000781,42ND AV&INTERNATIONAL BLVD,23X,MDT-INITIATED,5,11/23/19 17:51,11/23/19 17:51,11/23/19 17:51,SDESHO,SIDESHOW,VEHICLE TOWED,
OP,LOP191123000788,SIDESHOW,,DEFAULT - PHONE INIT,5,11/23/19 17:58,11/23/19 17:59,11/23/19 17:59,SDESHO,SIDESHOW,COVER,
OP,LOP191123000834,42ND AV&INTERNATIONAL BLVD,23X,DEFAULT - PHONE INIT,2,11/23/19 19:02,,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191123000843,42ND AV&INTERNATIONAL BLVD,23X,911 CALL,5,11/23/19 19:10,,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191123000879,FRONTAGE RD&W GRAND AV,05Y,DEFAULT - PHONE INIT,5,11/23/19 19:44,11/23/19 19:44,11/23/19 19:58,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP191123000884,32ND ST&MARKET ST,06X,DEFAULT - PHONE INIT,2,11/23/19 19:50,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP191123000904,106TH AV&MACARTHUR BLVD,32Y,911 CALL,5,11/23/19 20:18,11/23/19 20:18,11/23/19 20:31,SDESHO,SIDESHOW,USE OF FORCE,
OP,LOP191123000972,COLISEUM WY&INDEPENDENT RD,26X,DEFAULT - PHONE INIT,5,11/23/19 21:36,11/23/19 21:37,11/23/19 22:12,SIDESH,SIDESHOW,COVER,
OP,LOP191123001030,CROSBY AV&FOOTHILL BLVD,24X,DEFAULT - PHONE INIT,5,11/23/19 22:32,11/23/19 22:35,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191123001076,KELLER AV&SKYLINE BLVD,35Y,DEFAULT - PHONE INIT,2,11/23/19 23:09,11/23/19 23:10,11/23/19 23:22,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191123001097,1757 MOUNTAIN BLVD,13Z,911 CALL,2,11/23/19 23:31,11/23/19 23:33,11/23/19 23:47,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191124000532,2651 73RD AV,30Y,FIELD INITIATED BY D,2,11/24/19 13:56,11/24/19 13:56,11/24/19 13:56,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191124000666,7TH ST&MARITIME ST,02Y,DEFAULT - PHONE INIT,2,11/24/19 16:16,11/24/19 16:33,11/24/19 16:38,SDESHO,SIDESHOW,VEHICLE TOWED,
OP,LOP191124000706,24TH AV&INTERNATIONAL BLVD,20X,DEFAULT - PHONE INIT,2,11/24/19 17:06,11/24/19 17:09,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191127000911,2500 MIDDLE HARBOR RD,02Y,DEFAULT - PHONE INIT,2,11/27/19 20:44,11/27/19 20:59,11/27/19 21:06,SIDESH,SIDESHOW,COVER,
OP,LOP191128000773,12TH ST&PERALTA ST,02Y,DEFAULT - PHONE INIT,2,11/28/19 21:41,11/28/19 22:15,,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191129000688,W GRAND AV&MARITIME ST,05Y,DEFAULT - PHONE INIT,5,11/29/19 17:12,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP191130000762,KELLER AV&SKYLINE BLVD,35Y,911 CALL,2,11/30/19 19:40,11/30/19 19:44,11/30/19 20:50,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191201000475,SIDESHOW,,FIELD INITIATED BY D,2,12/1/19 14:26,12/1/19 14:26,12/1/19 14:26,SDESHO,SIDESHOW,SERGEANTS ADMINISTRATIVE,
OP,LOP191201000628,66TH AV&COLISEUM WY,31X,DEFAULT - PHONE INIT,2,12/1/19 17:46,12/1/19 17:47,,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191201000645,35TH AV&FOOTHILL BLVD,23X,FIELD INITIATED BY D,2,12/1/19 18:08,12/1/19 18:08,12/1/19 18:08,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191206001056,BURR ST&OLIVER AV,32Y,911 CALL,5,12/6/19 19:36,12/6/19 19:37,12/6/19 19:42,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191207000801,SIDESHOW,,FIELD INITIATED BY D,5,12/7/19 17:39,12/7/19 17:39,12/7/19 17:39,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191207000888,2651 73RD AV,30Y,FIELD INITIATED BY D,2,12/7/19 19:02,12/7/19 19:02,12/7/19 19:02,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191207001103,FRONTAGE RD&W GRAND AV,05Y,FIELD INITIATED BY D,2,12/7/19 22:47,12/7/19 22:47,12/7/19 22:47,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191208000038,SIDESHOW PT2,,FIELD INITIATED BY D,5,12/8/19 1:02,12/8/19 1:02,12/8/19 1:02,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191208000136,E 16TH ST&SEMINARY AV,27Y,DEFAULT - PHONE INIT,5,12/8/19 2:55,12/8/19 2:56,12/8/19 2:58,SIDESH,SIDESHOW,COVER,
OP,LOP191208000806,7TH ST&MARITIME ST,02Y,FIELD INITIATED BY D,2,12/8/19 17:31,12/8/19 17:31,12/8/19 17:31,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191208000915,105TH AV&PIPPIN ST,31Z,DEFAULT - PHONE INIT,1,12/8/19 19:45,12/8/19 19:46,12/8/19 19:49,SIDESH,SIDESHOW,COVER,
OP,LOP191208000958,3434 HIGH ST,28X,DEFAULT - PHONE INIT,2,12/8/19 20:36,,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191210001229,BURMA RD&MARITIME ST,05Y,DEFAULT - PHONE INIT,2,12/10/19 23:13,12/10/19 23:50,12/11/19 0:01,SIDESH,SIDESHOW,UNABLE TO LOCATE,
OP,LOP191211001185,E 25TH ST&HIGHLAND AV,18Y,DEFAULT - PHONE INIT,2,12/11/19 23:03,12/11/19 23:04,12/11/19 23:09,SIDESH,SIDESHOW,REPORT TAKEN-ASSIGNMENT REPORT,
OP,LOP191212001109,600 MC CLARY AV,31Y,DEFAULT - PHONE INIT,2,12/12/19 20:58,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191213000656,KELLER AV&SKYLINE BLVD,35Y,911 CALL,2,12/13/19 13:48,,,SDESHO,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP191215000063,FRONTAGE RD&W GRAND AV,05Y,FIELD INITIATED BY D,2,12/15/19 1:11,12/15/19 1:11,12/15/19 1:11,SIDESH,SIDESHOW,COVER,
OP,LOP191225000099,102ND AV&ROYAL ANN ST,32X,911 CALL,2,12/25/19 2:40,12/25/19 4:03,12/25/19 4:09,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP191227000984,1425 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,12/27/19 22:20,12/27/19 22:21,12/27/19 22:38,SIDESH,SIDESHOW,FIELD CONTACT REPORT,
OP,LOP191228000080,7101 EDGEWATER DR,31X,DEFAULT - PHONE INIT,2,12/28/19 3:02,,,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP191228000453,600 HEGENBERGER RD,31Y,DEFAULT - PHONE INIT,2,12/28/19 13:19,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP191229000661,98TH AV&EMPIRE RD,31Y,911 CALL,1,12/29/19 17:34,12/29/19 17:34,12/29/19 17:43,SDESHO,SIDESHOW,REPORT TAKEN,
OP,LOP191229000685,106TH AV&FOOTHILL BLVD,32Y,FIELD INITIATED BY D,2,12/29/19 17:55,12/29/19 17:55,12/29/19 17:55,SIDESH,SIDESHOW,COVER,
OP,LOP191229000766,105TH AV&PIPPIN ST,31Z,911 CALL,1,12/29/19 19:34,12/29/19 19:34,12/29/19 19:44,SIDESH,SIDESHOW,COVER,
OP,LOP191229000791,55TH AV&FOOTHILL BLVD,29X,911 CALL,1,12/29/19 20:03,12/29/19 20:08,12/29/19 20:16,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP191229000816,FRONTAGE RD&W GRAND AV,05Y,FIELD INITIATED BY D,2,12/29/19 20:35,12/29/19 20:35,12/29/19 20:35,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191229000818,305 6TH AV,19X,FIELD INITIATED BY D,2,12/29/19 20:37,12/29/19 20:37,12/29/19 20:37,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191229000820,BURMA RD&MARITIME ST,05Y,FIELD INITIATED BY D,2,12/29/19 20:39,12/29/19 20:39,12/29/19 20:39,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP191229000863,22ND AV&INTERNATIONAL BLVD,19X,DEFAULT - PHONE INIT,1,12/29/19 21:21,12/29/19 21:27,12/29/19 21:34,SDESHO,SIDESHOW,COVER,
OP,LOP191230000876,77TH AV&SPENCER ST,26Y,DEFAULT - PHONE INIT,2,12/30/19 18:16,12/30/19 18:36,12/30/19 18:38,SDESHO,SIDESHOW,REPORT TAKEN-ASSIGNMENT REPORT,
